"","key","f_alta","genero","edad","sucursal","div","num_ventas","sueldo_prom","antigüedad","num_trabajos_previos","edo_civil","experiencia","escolaridad","salario_diario_ant","num_dias","rotacion","dependientes","incremento","antiguedad","grupo_edad","grupo_sueldo"
"2926",16892,"05-Oct-15",0,34,"CRACOVIA",2,1,437.598,16,6,1,1,1,1276.8,59,0,1,0.3427303,16,2,1
"2927",16893,"05-Oct-15",0,27,"SALTILLO MONTERREAL",1,21,3085.1909,7,1,2,2,2,6627.2002,175,0,3,0.4655346,7,1,2
"2928",16894,"05-Oct-15",1,30,"CONDESA",2,9,4621.535,6,2,2,1,1,7600,156,0,NA,0.6080967,6,2,2
"2929",16895,"05-Oct-15",1,28,"TRADE CENTER",2,14,6478.8259,10,2,2,1,1,7235.2002,226,1,NA,0.8954591,10,2,2
"2930",16896,"05-Oct-15",0,27,"TAMPICO ALTAMIRA",1,20,19987.164,3,0,2,1,1,9454.4004,479,1,NA,2.114059,3,1,3
"2931",16897,"05-Oct-15",0,31,"MONTERREY CENTRO",1,9,2110.4726,10,2,2,2,1,14166.4,191,1,NA,0.1489773,10,2,2
"2932",16898,"05-Oct-15",1,31,"SOTELO",2,3,1055.3613,15,3,2,1,1,3192,70,0,NA,0.330627,15,2,1
"2933",16899,"05-Oct-15",1,34,"VERACRUZ",2,19,8306.4227,11,2,1,2,2,4833.6001,154,0,1,1.718475,11,2,2
"2934",16900,"05-Oct-15",1,28,"TIJUANA CACHANILLA",1,4,1085.243,10,2,2,2,2,5046.3999,120,0,3,0.2150529,10,2,1
"2935",16901,"05-Oct-15",1,30,"TAMPICO ALTAMIRA",1,4,1781.8053,6,2,2,2,2,5107.2002,79,0,3,0.348881,6,2,1
"2936",16902,"05-Oct-15",0,41,"TAMPICO ALTAMIRA",1,16,10174.841,14,3,2,2,1,1793.6,563,1,3,5.67286,14,2,3
"2937",16903,"05-Oct-15",1,34,"SAN ANGEL",2,21,10497.101,8,3,1,1,2,14865.6,218,1,1,0.7061337,8,2,3
"2938",16904,"05-Oct-15",1,28,"JUAREZ PASO DEL NORTE",1,5,2537.7558,11,4,2,2,1,2766.3999,92,0,NA,0.9173496,11,2,2
"2939",16905,"05-Oct-15",0,30,"ATLIXCO",2,3,1112.7492,13,7,2,2,2,4012.8,99,0,3,0.2772999,13,2,1
"2940",16906,"05-Oct-15",1,28,"JUAREZ PASO DEL NORTE",1,14,2670.4105,12,4,2,2,1,2644.8,105,0,NA,1.009683,12,2,2
"2941",16907,"05-Oct-15",0,28,"MONTERREY LAS TORRES",1,19,6448.9442,11,3,1,2,2,10062.4,399,1,1,0.6408952,11,2,2
"2942",16908,"05-Oct-15",0,33,"CD. JUAREZ ATLANTIS",1,7,5951.3328,11,6,2,1,3,4043.2,78,0,NA,1.471936,11,2,2
"2943",16909,"05-Oct-15",0,31,"TAMPICO ALTAMIRA",1,12,6440.3173,10,3,2,2,1,8056,143,0,3,0.7994435,10,2,2
"2944",16910,"05-Oct-15",1,34,"EJERCITO",2,1,81.2682,17,5,1,1,1,4377.6001,74,0,1,0.0185646,17,2,1
"2945",16911,"05-Oct-15",0,28,"TAMPICO",1,1,110.2747,1,0,2,1,2,4377.6001,84,0,NA,0.0251907,1,2,1
"2946",16912,"05-Oct-15",1,27,"TORREON COMARCA",1,4,1973.9421,6,1,2,2,2,820.79999,140,0,3,2.4049,6,1,1
"2947",16913,"05-Oct-15",0,29,"CULIACAN HUMAYA",1,1,78.1425,9,4,1,2,2,3708.8,56,0,1,0.0210695,9,2,1
"2948",16914,"05-Oct-15",0,30,"PRADO CHURUBUSCO",2,2,3968.8576,11,2,2,1,1,7660.7998,56,0,NA,0.5180735,11,2,2
"2949",16915,"05-Oct-15",1,28,"SEVILLA",2,12,5571.8728,3,1,2,1,2,9728,239,1,NA,0.5727665,3,2,2
"2950",16916,"05-Oct-15",0,35,"EJERCITO",2,3,2238.6263,19,4,1,1,1,7660.7998,94,0,1,0.2922184,19,2,2
"2951",16917,"05-Oct-15",0,22,"MONTERREY GUADALUPE",1,8,6106.9927,4,1,2,2,1,14379.2,98,0,3,0.4247102,4,1,2
"2952",16918,"05-Oct-15",0,57,"JUAREZ CHAMIZAL",1,20,7436.6654,32,19,2,2,2,1824,162,0,3,4.077119,32,3,2
"2953",16919,"05-Oct-15",1,36,"ATLIXCO",2,16,5918.3254,10,2,1,2,2,1550.4,326,1,1,3.817289,10,2,2
"2954",16920,"05-Oct-15",0,30,"PACHUCA",2,26,9015.269,4,2,1,1,2,5928,409,1,1,1.520794,4,2,2
"2955",16921,"05-Oct-15",1,41,"COSTA DEL SOL",2,1,62.514,25,3,2,2,1,13345.6,35,0,1,0.0046842,25,2,1
"2956",16922,"05-Oct-15",1,26,"CHAPALA",1,1,50.0112,8,2,2,2,2,2918.3999,60,0,3,0.0171365,8,1,1
"2957",16923,"05-Oct-15",1,52,"CD. JUAREZ BARRANCAS",1,17,9176.4301,32,7,1,2,2,304,261,1,1,30.18563,32,3,2
"2958",16924,"05-Oct-15",1,52,"CD. JUAREZ BARRANCAS",1,17,9176.4301,32,12,1,2,2,8724.7998,261,1,1,1.051764,32,3,2
"2959",16925,"05-Oct-15",0,26,"JALISCO",1,3,481.67037,8,3,2,2,2,2067.2,79,0,3,0.2330062,8,1,1
"2960",16926,"05-Oct-15",1,52,"VIVEROS",2,12,8472.5224,27,6,1,1,2,4012.8,144,0,1,2.111374,27,3,2
"2961",16927,"12-Oct-15",1,27,"METRO CENTRO",2,17,9452.992,12,6,1,1,1,3982.3999,147,0,1,2.373692,12,1,2
"2962",16928,"12-Oct-15",0,31,"DURANGO",1,3,1578.7286,13,3,2,2,1,5228.7998,91,0,3,0.3019294,13,2,1
"2963",16929,"12-Oct-15",1,41,"DURANGO",1,7,1665.373,24,3,2,2,2,3708.8,196,1,3,0.4490328,24,2,1
"2964",16930,"12-Oct-15",0,38,"EJERCITO",2,2,427.59576,2,1,1,1,1,3800,56,0,1,0.1125252,2,2,1
"2965",16931,"12-Oct-15",0,36,"SOTELO",2,13,4391.3584,20,7,2,1,2,11035.2,105,0,NA,0.397941,20,2,2
"2966",16932,"12-Oct-15",1,26,"GUANAJUATO",1,1,93.771,5,1,1,2,1,6384,51,0,1,0.0146884,5,1,1
"2967",16933,"12-Oct-15",0,25,"LEON",1,31,17746.724,7,1,1,2,2,2736,219,1,1,6.486376,7,1,3
"2968",16934,"12-Oct-15",0,29,"CD. JUAREZ BARRANCAS",1,3,847.9399,6,1,2,2,2,3739.2,91,0,3,0.2267704,6,2,1
"2969",16935,"12-Oct-15",1,31,"GUADALAJARA CENTRO",1,1,75.0168,15,4,1,2,2,4803.2002,36,0,1,0.0156181,15,2,1
"2970",16936,"12-Oct-15",1,33,NA,2,9,4262.8922,7,1,1,1,2,5654.3999,86,0,1,0.7539071,7,2,2
"2971",16937,"12-Oct-15",0,29,"EJERCITO",2,4,1007.7257,12,2,2,1,1,13832,86,0,NA,0.0728547,12,2,1
"2972",16938,"12-Oct-15",1,29,"SOTELO",2,1,217.23615,15,5,2,1,2,3283.2,56,0,NA,0.066166,15,2,1
"2973",16939,"12-Oct-15",0,29,"CHIHUAHUA PARRAL",1,18,5354.5742,9,3,2,2,1,3952,210,1,1,1.354902,9,2,2
"2974",16940,"12-Oct-15",0,23,"MARINA NACIONAL",2,5,1917.0543,5,1,2,1,1,820.79999,72,0,NA,2.335593,5,1,1
"2975",16941,"12-Oct-15",1,30,"CHAPULTEPEC",2,1,38.13354,2,0,2,1,2,18696,32,0,NA,0.0020397,2,2,1
"2976",16942,"12-Oct-15",0,32,"CUAUTITLAN",2,25,12527.931,15,3,1,1,1,2128,270,1,2,5.887186,15,2,3
"2977",16943,"12-Oct-15",1,37,"VIADUCTO",2,1,837.6876,21,6,1,1,1,10275.2,44,0,1,0.0815252,21,2,1
"2978",16944,"12-Oct-15",0,29,"MONTERREY LEONES",1,19,6645.3632,11,6,2,2,1,2523.2,200,1,3,2.633705,11,2,2
"2979",16945,"12-Oct-15",0,27,"QUERETARO ARCOS",1,8,2324.7706,2,0,2,2,1,4225.6001,137,0,NA,0.5501634,2,1,2
"2980",16946,"12-Oct-15",1,41,"DURANGO",1,14,6951.3067,26,3,2,2,2,10518.4,247,1,3,0.6608711,26,2,2
"2981",16947,"12-Oct-15",0,28,"GUADALAJARA PATRIA",1,16,7432.2895,10,2,1,2,2,2097.6001,556,1,1,3.543235,10,2,2
"2982",16948,"12-Oct-15",0,29,"HAMBURGO",2,12,14413.79,11,4,2,1,1,10001.6,189,1,NA,1.441149,11,2,3
"2983",16949,"12-Oct-15",1,26,"CHIHUAHUA",1,8,5586.8762,3,1,1,2,1,12281.6,98,0,1,0.4548981,3,1,2
"2984",16950,"12-Oct-15",1,24,"JUAREZ PASO DEL NORTE",1,11,9266.8253,4,1,1,2,1,2705.6001,135,0,1,3.425054,4,1,2
"2985",16951,"12-Oct-15",1,24,"JUAREZ PASO DEL NORTE",1,2,2996.9212,1,0,2,2,2,8846.4004,66,0,3,0.338773,1,1,2
"2986",16952,"12-Oct-15",0,27,"BAJIO",1,8,4822.5175,2,0,1,2,1,7569.6001,169,0,1,0.6370901,2,1,2
"2987",16953,"12-Oct-15",0,25,"QUERETARO ACUEDUCTO",1,3,615.7629,4,1,2,1,2,2888,105,0,NA,0.2132143,4,1,1
"2988",16954,"12-Oct-15",1,27,"NICOLAS BRAVO",2,4,2513.8442,NA,NA,2,1,1,NA,91,0,NA,NA,NA,1,2
"2989",16955,"12-Oct-15",0,44,"CD. JUAREZ BARRANCAS",1,20,27740.087,25,5,1,2,2,10032,318,1,2,2.76516,25,2,3
"2990",16956,"12-Oct-15",0,25,"HAMBURGO",2,11,5640.7424,6,1,2,1,2,4164.7998,556,1,NA,1.354385,6,1,2
"2991",16957,"12-Oct-15",0,25,"BAJIO",1,4,2545.7576,4,1,2,2,2,4590.3999,49,0,3,0.554583,4,1,2
"2992",16958,"12-Oct-15",1,31,"MONTERREY FUNDIDORA",1,19,13519.028,11,5,2,2,1,5198.3999,358,1,3,2.600613,11,2,3
"2993",16959,"12-Oct-15",1,32,"GUADALAJARA CENTRO",1,2,1265.2834,13,3,2,2,2,8968,57,0,NA,0.1410887,13,2,1
"2994",16960,"12-Oct-15",1,29,"SAN JERONIMO",2,17,3633.6888,8,2,2,1,2,5228.7998,212,1,NA,0.6949375,8,2,2
"2995",16961,"12-Oct-15",1,27,"JUAREZ PASO DEL NORTE",1,11,8172.2052,12,3,2,2,1,9059.2002,175,0,3,0.9020891,12,1,2
"2996",16962,"19-Oct-15",0,24,"CULIACAN",1,2,486.10886,7,2,2,2,2,9059.2002,65,0,3,0.0536591,7,1,1
"2997",16963,"19-Oct-15",0,27,"SALTILLO",1,1,50.0112,10,2,2,2,2,5502.3999,150,0,3,0.009089,10,1,1
"2998",16964,"19-Oct-15",1,24,"CHIHUAHUA VILLA",1,3,1239.5276,7,1,2,2,1,9758.4004,84,0,3,0.1270216,7,1,1
"2999",16965,"19-Oct-15",0,32,"CULIACAN",1,10,3801.9765,14,3,1,2,2,7721.6001,164,0,2,0.4923819,14,2,2
"3000",16966,"19-Oct-15",0,32,"CULIACAN",1,10,3801.9765,14,5,1,2,2,2766.3999,164,0,2,1.374341,14,2,2
"3001",16967,"19-Oct-15",1,26,"CONDESA",2,8,5687.5237,9,2,1,1,1,14835.2,140,0,1,0.3833803,9,1,2
"3002",16968,"19-Oct-15",0,27,"CUERNAVACA MORELOS",2,1,162.5364,1,0,2,1,1,10792,38,0,1,0.0150608,1,1,1
"3003",16969,"19-Oct-15",1,29,"MONTERREY CHIPINQUE",1,15,3819.6054,12,3,2,2,1,27360,172,0,NA,0.1396055,12,2,2
"3004",16970,"19-Oct-15",1,31,NA,2,4,1057.7369,13,4,1,1,2,4499.2002,80,0,2,0.2350944,13,2,1
"3005",16971,"19-Oct-15",1,27,"SALTILLO",1,5,1189.3289,10,2,2,2,1,9940.7998,86,0,3,0.1196412,10,1,1
"3006",16972,"19-Oct-15",1,26,"SALTILLO",1,20,8374.8756,4,2,2,2,2,9059.2002,549,1,3,0.9244608,4,1,2
"3007",16973,"19-Oct-15",0,37,NA,2,18,7303.3856,17,4,2,1,1,1793.6,186,1,1,4.071914,17,2,2
"3008",16974,"19-Oct-15",1,34,"MARINA NACIONAL",2,4,1840.6622,18,3,1,1,2,334.39999,49,0,1,5.504373,18,2,1
"3009",16975,"19-Oct-15",1,35,"CANCUN",2,4,1026.6674,11,2,1,2,2,10184,87,0,1,0.1008118,11,2,1
"3010",16976,"19-Oct-15",0,24,"CULIACAN HUMAYA",1,1,30.506832,7,1,2,2,2,6809.6001,112,0,3,0.00448,7,1,1
"3011",16977,"19-Oct-15",1,29,"MARINA NACIONAL",2,15,14510.75,9,4,2,1,1,30.4,500,1,1,477.3273,9,2,3
"3012",16978,"19-Oct-15",1,29,"FRAY SERVANDO",2,19,16056.471,8,1,2,1,1,1003.2,151,0,NA,16.00525,8,2,3
"3013",16979,"19-Oct-15",0,24,"ARANDAS",1,8,3484.0094,5,1,2,2,2,3800,478,1,NA,0.9168446,5,1,2
"3014",16980,"19-Oct-15",1,39,"MEXICALI IMPERIAL",1,20,10081.258,24,6,1,2,2,3921.6001,312,1,1,2.5707,24,2,3
"3015",16981,"19-Oct-15",0,44,"MONTERREY SAN PEDRO",1,3,2053.7099,25,10,1,2,1,1945.6,100,0,1,1.055566,25,2,2
"3016",16982,"19-Oct-15",0,24,"GUADALAJARA PATRIA",1,7,4220.0701,5,1,1,2,2,6718.3999,85,0,1,0.6281362,5,1,2
"3017",16983,"19-Oct-15",0,22,"VERACRUZ",2,14,9553.0144,3,1,2,2,1,22070.4,549,1,3,0.4328428,3,1,2
"3018",16984,"19-Oct-15",1,28,"CULIACAN HUMAYA",1,7,1295.6652,8,1,2,2,2,851.20001,106,0,3,1.522163,8,2,1
"3019",16985,"19-Oct-15",1,29,"MEXICALI",1,20,11432.31,10,4,2,1,2,4468.7998,323,1,3,2.558251,10,2,3
"3020",16986,"19-Oct-15",1,34,"COSTA DEL SOL",2,10,1251.5303,7,3,2,2,2,2401.6001,65,0,3,0.5211235,7,2,1
"3021",16987,"19-Oct-15",0,28,"CRACOVIA",2,3,2493.6835,6,2,2,1,1,14227.2,70,0,NA,0.1752758,6,2,2
"3022",16988,"19-Oct-15",0,27,NA,2,3,470.10528,9,3,2,1,2,5776,80,0,NA,0.0813894,9,1,1
"3023",16989,"19-Oct-15",1,37,"COLIMA",1,2,384.33607,16,5,1,2,1,3617.6001,30,0,2,0.1062406,16,2,1
"3024",16990,"19-Oct-15",1,32,"TIJUANA PLAYAS",1,16,6826.6538,12,3,2,2,1,9971.2002,162,0,3,0.6846371,12,2,2
"3025",16991,"19-Oct-15",1,28,"MARINA NACIONAL",2,1,312.57,1,0,1,1,1,7448,49,0,1,0.041967,1,2,1
"3026",16992,"19-Oct-15",1,34,"SOTELO",2,1,437.598,17,3,2,1,2,5715.2002,81,0,NA,0.0765674,17,2,1
"3027",16993,"19-Oct-15",1,43,"JUAREZ CHAMIZAL",1,1,390.7125,23,5,1,2,2,2675.2,24,0,2,0.1460498,23,2,1
"3028",16994,"19-Oct-15",1,33,NA,2,18,9480.4982,14,3,1,1,1,2158.3999,178,0,1,4.392374,14,2,2
"3029",16995,"19-Oct-15",1,34,"EL SALTO",1,4,1963.8148,18,3,1,2,2,3283.2,101,0,1,0.5981405,18,2,1
"3030",16996,"19-Oct-15",0,29,"PRAGA",2,1,1654.1204,12,2,1,1,1,152,52,0,1,10.88237,12,2,1
"3031",16997,"19-Oct-15",0,27,"CRACOVIA",2,1,143.03203,1,0,2,1,2,1155.2,21,0,NA,0.1238158,1,1,1
"3032",16998,"19-Oct-15",0,37,"VALLE DORADO",2,22,18655.553,22,6,1,1,1,8755.2002,392,1,1,2.130797,22,2,3
"3033",16999,"19-Oct-15",1,25,NA,2,17,9188.5578,4,1,2,1,1,11856,549,1,NA,0.7750133,4,1,2
"3034",17000,"19-Oct-15",0,37,"COLIMA",1,3,646.39476,23,4,2,2,2,3465.6001,121,0,1,0.1865174,23,2,1
"3035",17001,"19-Oct-15",1,25,"MERIDA",2,2,887.6988,6,1,2,2,2,2675.2,59,0,3,0.3318252,6,1,1
"3036",17002,"19-Oct-15",0,29,"CUERNAVACA",2,5,3456.3991,8,1,2,1,1,8147.2002,95,0,NA,0.4242438,8,2,2
"3037",17003,"19-Oct-15",0,37,"SAN ANGEL",2,22,7696.7237,18,8,1,1,2,1824,238,1,2,4.219695,18,2,2
"3038",17004,"19-Oct-15",1,35,"EL SALTO",1,9,6518.7099,18,5,1,2,2,1216,108,0,1,5.360781,18,2,2
"3039",17005,"19-Oct-15",1,29,"COLIMA",1,2,175.0392,12,3,2,2,2,2432,37,0,NA,0.0719734,12,2,1
"3040",17006,"19-Oct-15",1,54,"MONTERREY VALLE ALTO",1,1,304.0681,37,9,1,2,2,35659.199,86,0,1,0.0085271,37,3,1
"3041",17007,"19-Oct-15",1,32,"MERIDA",2,17,4028.5272,10,4,1,2,2,9606.4004,284,1,1,0.4193587,10,2,2
"3042",17008,"19-Oct-15",0,28,"CUAUTITLAN",2,7,4363.1021,7,3,2,1,2,4803.2002,98,0,NA,0.908374,7,2,2
"3043",17009,"19-Oct-15",1,35,"SAN ANGEL",2,12,5993.6965,14,3,1,1,2,9484.7998,163,0,1,0.6319265,14,2,2
"3044",17010,"19-Oct-15",0,31,"AGUASCALIENTES",1,4,890.94953,7,2,1,2,2,3617.6001,56,0,1,0.2462819,7,2,1
"3045",17011,"19-Oct-15",1,30,"PERINORTE",2,1,921.45636,12,2,1,1,1,425.60001,50,0,2,2.165076,12,2,1
"3046",17012,"19-Oct-15",1,30,"PERINORTE",2,1,921.45636,12,2,1,1,1,2827.2,50,0,2,0.3259254,12,2,1
"3047",17013,"19-Oct-15",1,31,"PERINORTE",2,2,1489.0835,6,1,1,1,2,8968,53,0,1,0.1660441,6,2,1
"3048",17014,"19-Oct-15",0,23,"METRO CENTRO",2,2,1251.5303,6,1,2,1,1,6505.6001,84,0,NA,0.1923774,6,1,1
"3049",17015,"19-Oct-15",0,28,"MONTERREY MITRAS",1,1,228.80124,2,1,2,2,1,5289.6001,127,0,3,0.0432549,2,2,1
"3050",17016,"19-Oct-15",0,40,"CUAUTITLAN",2,8,2807.8788,19,7,1,1,1,7326.3999,106,0,1,0.3832549,19,2,2
"3051",17017,"19-Oct-15",1,38,"PRADO CHURUBUSCO",2,4,1058.9872,18,4,1,1,1,1064,81,0,1,0.9952887,18,2,1
"3052",17018,"19-Oct-15",1,35,"PRAGA",2,4,1182.0147,17,4,1,1,2,7843.2002,122,0,1,0.1507057,17,2,1
"3053",17019,"19-Oct-15",0,27,"NUEVO LAREDO",1,9,2249.6288,10,2,1,2,2,2948.8,114,0,1,0.7628964,10,1,2
"3054",17020,"19-Oct-15",1,29,"COLIMA",1,3,1216.2724,7,1,2,2,2,14531.2,87,0,NA,0.0837008,7,2,1
"3055",17021,"19-Oct-15",0,26,"SALTILLO MONTERREAL",1,3,241.67912,3,0,2,2,1,1641.6,98,0,NA,0.1472217,3,1,1
"3056",17022,"19-Oct-15",1,39,"SOTELO",2,1,71.26596,20,4,2,1,2,6870.3999,42,0,NA,0.0103729,20,2,1
"3057",17023,"19-Oct-15",1,25,"JUAREZ CHAMIZAL",1,1,150.78377,1,0,2,2,2,1094.4,24,0,3,0.1377776,1,1,1
"3058",17024,"19-Oct-15",1,46,"AGUASCALIENTES",1,3,425.0952,28,8,1,2,1,5441.6001,56,0,1,0.0781195,28,2,1
"3059",17025,"19-Oct-15",1,39,"GUADALAJARA TONALA",1,7,2605.9586,20,4,1,2,1,3648,263,1,1,0.7143527,20,2,2
"3060",17026,"19-Oct-15",1,28,"ILIADA METRO NORTE",2,21,20180.019,10,6,1,1,2,6566.3999,549,1,1,3.073224,10,2,3
"3061",17027,"19-Oct-15",1,27,"GUADALAJARA TONALA",1,2,738.91548,7,1,2,2,2,4651.2002,66,0,3,0.1588656,7,1,1
"3062",17028,"19-Oct-15",0,41,"SALTILLO",1,8,4017.2538,23,5,1,2,2,2219.2,87,0,1,1.810226,23,2,2
"3063",17029,"19-Oct-15",0,38,"SALTILLO",1,4,909.95378,17,3,1,2,2,6384,87,0,1,0.1425366,17,2,1
"3064",17030,"19-Oct-15",0,30,"CULIACAN",1,6,2506.3113,10,4,1,2,2,9940.7998,119,0,2,0.2521237,10,2,2
"3065",17031,"19-Oct-15",1,26,"VERACRUZ",2,8,1252.1554,8,2,2,2,2,4772.7998,77,0,3,0.2623524,8,1,1
"3066",17032,"26-Oct-15",0,28,"HERMOSILLO PITIC",1,3,2201.9931,9,1,2,2,2,2827.2,63,0,1,0.7788601,9,2,2
"3067",17033,"26-Oct-15",1,26,"TUXTLA GUTIERREZ",2,6,1750.715,8,1,1,2,1,4377.6001,109,0,1,0.3999257,8,1,1
"3068",17034,"26-Oct-15",0,35,"EL SALTO",1,10,4337.3463,13,6,2,2,2,5654.3999,169,0,3,0.7670746,13,2,2
"3069",17035,"26-Oct-15",1,35,"MONTERREY MITRAS",1,9,4305.2142,18,4,2,2,2,21036.801,114,0,3,0.2046516,18,2,2
"3070",17036,"26-Oct-15",0,55,"ENSENADA",1,19,11170.825,36,8,2,2,2,1094.4,542,1,3,10.20726,36,3,3
"3071",17037,"26-Oct-15",1,32,"JALISCO",1,1,201.04502,14,3,1,2,2,456,43,0,1,0.4408882,14,2,1
"3072",17038,"26-Oct-15",0,27,"MONTERREY SAN PEDRO",1,19,24057.763,7,1,2,2,1,5928,542,1,3,4.058327,7,1,3
"3073",17039,"26-Oct-15",0,30,"ENSENADA",1,15,7356.5225,12,2,2,2,1,15200,336,1,3,0.4839817,12,2,2
"3074",17040,"26-Oct-15",1,38,"CHAPULTEPEC",2,3,3503.2846,6,1,1,1,1,7478.3999,42,0,1,0.4684538,6,2,2
"3075",17041,"26-Oct-15",1,33,"CHAPALA",1,1,650.1456,10,2,2,2,2,1641.6,24,0,3,0.3960439,10,2,1
"3076",17042,"26-Oct-15",1,49,"CORREGIDORA",1,20,8899.9932,31,4,1,2,2,14136,129,0,1,0.6295977,31,3,2
"3077",17043,"26-Oct-15",0,37,"QUERETARO ACUEDUCTO",1,7,2279.2604,22,5,1,1,2,2432,108,0,1,0.9371959,22,2,2
"3078",17044,"26-Oct-15",1,29,"CUAUTITLAN",2,1,187.542,10,2,2,1,2,4894.3999,38,0,NA,0.0383177,10,2,1
"3079",17045,"26-Oct-15",1,30,"POLANCO",2,10,4876.092,12,6,2,1,2,11886.4,80,0,NA,0.4102244,12,2,2
"3080",17046,"26-Oct-15",1,33,"SEVILLA",2,15,8513.4066,15,5,1,1,1,1337.6,218,1,1,6.364688,15,2,2
"3081",17047,"26-Oct-15",0,38,"OLIMPO",2,20,13662.685,23,4,1,1,2,3131.2,542,1,1,4.363402,23,2,3
"3082",17048,"26-Oct-15",0,36,"PERINORTE",2,3,1552.8478,20,5,1,1,1,14774.4,92,0,1,0.1051039,20,2,1
"3083",17049,"26-Oct-15",1,27,"HAMBURGO",2,12,7582.073,7,1,2,1,1,8785.5996,175,0,NA,0.8630114,7,1,2
"3084",17050,"26-Oct-15",0,29,"POLANCO",2,1,1654.1204,10,5,1,1,2,851.20001,56,0,1,1.943281,10,2,1
"3085",17051,"26-Oct-15",0,31,"IRAPUATO",1,15,7784.8684,7,1,2,2,2,16324.8,298,1,NA,0.4768738,7,2,2
"3086",17052,"26-Oct-15",1,27,"BAJIO",1,4,1788.0254,8,3,1,2,1,18361.6,108,0,1,0.0973785,8,1,1
"3087",17053,"26-Oct-15",0,30,"LAS AGUILAS",2,1,850.1904,12,3,1,1,1,4894.3999,56,0,1,0.1737068,12,2,1
"3088",17054,"26-Oct-15",1,49,"HERMOSILLO PITIC",1,19,10577.119,33,7,2,2,1,5806.3999,213,1,3,1.821631,33,3,3
"3089",17055,"26-Oct-15",1,29,"TUXTLA GUTIERREZ",2,5,2116.724,10,3,2,2,2,1915.2,123,0,3,1.105224,10,2,2
"3090",17056,"26-Oct-15",1,31,"COATZACOALCOS",2,21,14569.138,5,1,2,2,2,7448,542,1,3,1.956114,5,2,3
"3091",17057,"26-Oct-15",0,38,"OLIMPO",2,24,14547.008,20,4,1,1,1,7752,542,1,1,1.876549,20,2,3
"3092",17058,"26-Oct-15",1,28,"CONDESA",2,30,12260.121,10,1,1,1,1,6566.3999,259,1,2,1.867099,10,2,3
"3093",17059,"26-Oct-15",0,31,"ARAGON",2,2,431.3466,12,2,1,1,1,1520,70,0,1,0.2837807,12,2,1
"3094",17060,"26-Oct-15",1,32,"IRAPUATO",1,7,2763.4939,12,2,2,2,1,4681.6001,274,1,NA,0.5902883,12,2,2
"3095",17061,"26-Oct-15",1,26,"GUADALAJARA TONALA",1,7,1920.6801,2,0,2,2,2,304,113,0,NA,6.318027,2,1,1
"3096",17062,"26-Oct-15",1,34,"NOGALES",1,6,2373.0314,14,3,1,2,2,972.79999,112,0,1,2.439383,14,2,2
"3097",17063,"26-Oct-15",0,26,"VERACRUZ",2,17,1999.3227,5,3,1,2,1,8907.2002,182,1,1,0.2244614,5,1,1
"3098",17064,"26-Oct-15",0,26,"QUERETARO ARCOS",1,7,2507.5407,6,2,2,2,1,17996.801,108,0,NA,0.1393326,6,1,2
"3099",17065,"26-Oct-15",1,22,"JUAREZ CHAMIZAL",1,10,2890.2723,5,1,2,2,1,3222.3999,80,0,3,0.8969316,5,1,2
"3100",17066,"26-Oct-15",0,43,"NOGALES",1,7,2555.9474,27,11,1,2,2,4499.2002,95,0,1,0.5680893,27,2,2
"3101",17067,"26-Oct-15",1,32,"SOTELO",2,6,2828.2584,13,6,2,1,2,9606.4004,126,0,NA,0.294414,13,2,2
"3102",17068,"26-Oct-15",1,27,"JALISCO",1,20,14659.033,9,2,1,2,1,6171.2002,542,1,1,2.375394,9,1,3
"3103",17069,"26-Oct-15",1,28,"MONTERREY TECNOLOGICO",1,1,187.542,3,0,2,1,2,7113.6001,91,0,NA,0.0263639,3,2,1
"3104",17070,"26-Oct-15",1,32,"CD. JUAREZ ATLANTIS",1,3,704.1577,16,4,2,2,1,1976,50,0,3,0.3563551,16,2,1
"3105",17071,"26-Oct-15",0,42,"TIJUANA RIO",1,20,10764.286,28,11,2,2,1,13680,213,1,3,0.786863,28,2,3
"3106",17072,"26-Oct-15",0,42,"ENSENADA",1,16,6758.6386,26,4,2,2,2,1763.2,189,1,3,3.833166,26,2,2
"3107",17073,"26-Oct-15",1,31,"JUAREZ PASO DEL NORTE",1,6,3124.4497,11,4,1,1,2,6323.2002,176,0,2,0.4941247,11,2,2
"3108",17074,"26-Oct-15",1,25,"CHIHUAHUA PARRAL",1,1,87.5196,2,1,2,2,1,1064,94,0,3,0.0822553,2,1,1
"3109",17075,"26-Oct-15",0,27,"VIVEROS",2,16,7056.5803,8,2,2,1,2,2736,542,1,NA,2.579159,8,1,2
"3110",17076,"26-Oct-15",1,31,"SOTELO",2,13,13366.368,14,4,1,1,1,1641.6,133,0,1,8.142282,14,2,3
"3111",17077,"26-Oct-15",1,37,"HAMBURGO",2,20,11887.537,22,8,1,1,1,9180.7998,207,1,2,1.294826,22,2,3
"3112",17078,"26-Oct-15",0,31,"MARINA NACIONAL",2,1,500.112,12,2,1,1,2,1580.8,32,0,1,0.3163664,12,2,1
"3113",17079,"26-Oct-15",1,31,"CHIHUAHUA",1,11,3934.5061,12,2,1,1,1,9576,121,0,1,0.4108716,12,2,2
"3114",17080,"26-Oct-15",1,28,"GUADALAJARA PATRIA",1,2,527.11805,8,3,2,2,2,19729.6,53,0,3,0.0267171,8,2,1
