key,f_alta,genero,edad,sucursal,div,num_ventas,sueldo_prom,antigüedad,num_trabajos_previos,edo_civil,experiencia,escolaridad,salario_diario_ant,num_dias,target
16882,05-Oct-15,1,39,TRADE CENTER,2,7,6627.1717,15,3.6308112,CASADO/ UNION LIBRE CON HIJOS,1 AÑO EN VENTAS,BACHILLERATO CONCLUIDO,150,130,0
16883,05-Oct-15,1,30,LINDAVISTA,2,1,62.514,1,0.15214723,SOLTERO SIN HIJOS,1 AÑO EN VENTAS,LICENCIATURA CONCLUIDA,243,39,0
16884,05-Oct-15,1,27,HERMOSILLO PITIC,1,16,11524.768,3,0.96077165,CASADO/ UNION LIBRE CON HIJOS,1 AÑO EN VENTAS,LICENCIATURA CONCLUIDA,431,197,1
16885,05-Oct-15,0,28,CRACOVIA,2,1,753.91884,2,0.8837178,SOLTERO SIN HIJOS,1 AÑO EN VENTAS,LICENCIATURA CONCLUIDA,336,85,0
16886,05-Oct-15,1,29,CHIMALISTAC,2,16,4948.4832,2,0.7254191,SOLTERO SIN HIJOS,SIN EXPERIENCIA,BACHILLERATO CONCLUIDO,142,375,1
16887,05-Oct-15,1,32,COSTA DEL SOL,2,16,3055.7468,13,4.5302376,CASADO/ UNION LIBRE CON HIJOS,2 O MAS AÑOS EN VENTAS,BACHILLERATO CONCLUIDO,614,219,1
16888,05-Oct-15,1,27,CHIMALISTAC,2,1,125.028,5,0.95444433,SOLTERO SIN HIJOS,SIN EXPERIENCIA,LICENCIATURA TRUNCA,10,63,0
16889,05-Oct-15,0,39,PUEBLA LA NORIA,2,21,6817.4643,22,4.862339,CASADO/ UNION LIBRE CON HIJOS,2 O MAS AÑOS EN VENTAS,BACHILLERATO CONCLUIDO,299,323,1
16890,05-Oct-15,1,31,CRACOVIA,2,3,1117.1877,10,1.7222693,SOLTERO SIN HIJOS,1 AÑO EN VENTAS,LICENCIATURA TRUNCA,80,79,0
16891,05-Oct-15,0,32,TLAXCALA,2,14,7546.7526,14,3.0541129,CASADO/ UNION LIBRE CON HIJOS,2 O MAS AÑOS EN VENTAS,LICENCIATURA TRUNCA + 70%,200,563,1
16892,05-Oct-15,0,34,CRACOVIA,2,1,437.598,16,6.3478849,CASADO/ UNION LIBRE CON HIJOS,1 AÑO EN VENTAS,BACHILLERATO CONCLUIDO,42,59,0
16893,05-Oct-15,0,27,SALTILLO MONTERREAL,1,21,3085.1909,7,0.96521767,CON DEPENDIENTES ECONOMICOS,2 O MAS AÑOS EN VENTAS,LICENCIATURA CONCLUIDA,218,175,0
16894,05-Oct-15,1,30,CONDESA,2,9,4621.535,6,1.6423385,SOLTERO SIN HIJOS,1 AÑO EN VENTAS,BACHILLERATO CONCLUIDO,250,156,0
16895,05-Oct-15,1,28,TRADE CENTER,2,14,6478.8259,10,2.0976475,SOLTERO SIN HIJOS,SIN EXPERIENCIA,BACHILLERATO CONCLUIDO,238,226,1
16896,05-Oct-15,0,27,TAMPICO ALTAMIRA,1,20,19987.164,3,0.33371475,SOLTERO SIN HIJOS,SIN EXPERIENCIA,CARRERA TEC/COM NO ADMVA,311,479,1
16897,05-Oct-15,0,31,MONTERREY CENTRO,1,9,2110.4726,10,1.9131315,SOLTERO SIN HIJOS,2 O MAS AÑOS EN VENTAS,BACHILLERATO CONCLUIDO,466,191,1
16898,05-Oct-15,1,31,SOTELO,2,3,1055.3613,15,2.8739112,SOLTERO SIN HIJOS,1 AÑO EN VENTAS,BACHILLERATO CONCLUIDO,105,70,0
16899,05-Oct-15,1,34,VERACRUZ,2,19,8306.4227,11,2.1093701,CASADO/ UNION LIBRE CON HIJOS,2 O MAS AÑOS EN VENTAS,LICENCIATURA CONCLUIDA,159,154,0
16900,05-Oct-15,1,28,TIJUANA CACHANILLA,1,4,1085.243,10,1.7618802,CON DEPENDIENTES ECONOMICOS,2 O MAS AÑOS EN VENTAS,LICENCIATURA TRUNCA + 70%,166,120,0
16901,05-Oct-15,1,30,TAMPICO ALTAMIRA,1,4,1781.8053,6,1.6692372,CON DEPENDIENTES ECONOMICOS,2 O MAS AÑOS EN VENTAS,LICENCIATURA CONCLUIDA,168,79,0
16902,05-Oct-15,0,41,TAMPICO ALTAMIRA,1,16,10174.841,14,3.122433,CON DEPENDIENTES ECONOMICOS,2 O MAS AÑOS EN VENTAS,BACHILLERATO CONCLUIDO,59,563,1
16903,05-Oct-15,1,34,SAN ANGEL,2,21,10497.101,8,3.0001012,CASADO/ UNION LIBRE CON HIJOS,1 AÑO EN VENTAS,LICENCIATURA CONCLUIDA,489,218,1
16904,05-Oct-15,1,28,JUAREZ PASO DEL NORTE,1,5,2537.7558,11,3.701158,SOLTERO SIN HIJOS,2 O MAS AÑOS EN VENTAS,BACHILLERATO CONCLUIDO,91,92,0
16905,05-Oct-15,0,30,ATLIXCO,2,3,1112.7492,13,7.3067485,CON DEPENDIENTES ECONOMICOS,2 O MAS AÑOS EN VENTAS,LICENCIATURA CONCLUIDA,132,99,0
16906,05-Oct-15,1,28,JUAREZ PASO DEL NORTE,1,14,2670.4105,12,3.6043092,SOLTERO SIN HIJOS,2 O MAS AÑOS EN VENTAS,BACHILLERATO CONCLUIDO,87,105,0
16907,05-Oct-15,0,28,MONTERREY LAS TORRES,1,19,6448.9442,11,2.9840151,CASADO/ UNION LIBRE CON HIJOS,2 O MAS AÑOS EN VENTAS,LICENCIATURA CONCLUIDA,331,399,1
16908,05-Oct-15,0,33,CD. JUAREZ ATLANTIS,1,7,5951.3328,11,5.6616919,SOLTERO SIN HIJOS,1 AÑO EN VENTAS,MAESTRIA,133,78,0
16909,05-Oct-15,0,31,TAMPICO ALTAMIRA,1,12,6440.3173,10,2.6390928,CON DEPENDIENTES ECONOMICOS,2 O MAS AÑOS EN VENTAS,CARRERA TEC/COM NO ADMVA,265,143,0
16910,05-Oct-15,1,34,EJERCITO,2,1,81.2682,17,5.2853177,CASADO/ UNION LIBRE CON HIJOS,1 AÑO EN VENTAS,BACHILLERATO CONCLUIDO,144,74,0
16911,05-Oct-15,0,28,TAMPICO,1,1,110.2747,1,0.17778677,SOLTERO SIN HIJOS,1 AÑO EN VENTAS,LICENCIATURA CONCLUIDA,144,84,0
16912,05-Oct-15,1,27,TORREON COMARCA,1,4,1973.9421,6,1.1799366,CON DEPENDIENTES ECONOMICOS,2 O MAS AÑOS EN VENTAS,LICENCIATURA CONCLUIDA,27,140,0
16913,05-Oct-15,0,29,CULIACAN HUMAYA,1,1,78.1425,9,4.2382224,CASADO/ UNION LIBRE CON HIJOS,2 O MAS AÑOS EN VENTAS,LICENCIATURA CONCLUIDA,122,56,0
16914,05-Oct-15,0,30,PRADO CHURUBUSCO,2,2,3968.8576,11,1.7029386,SOLTERO SIN HIJOS,1 AÑO EN VENTAS,BACHILLERATO CONCLUIDO,252,56,0
16915,05-Oct-15,1,28,SEVILLA,2,12,5571.8728,3,0.57528254,SOLTERO SIN HIJOS,SIN EXPERIENCIA,LICENCIATURA TRUNCA,320,239,1
16916,05-Oct-15,0,35,EJERCITO,2,3,2238.6263,19,3.7842515,CASADO/ UNION LIBRE CON HIJOS,1 AÑO EN VENTAS,BACHILLERATO CONCLUIDO,252,94,0
16917,05-Oct-15,0,22,MONTERREY GUADALUPE,1,8,6106.9927,4,0.76373811,CON DEPENDIENTES ECONOMICOS,2 O MAS AÑOS EN VENTAS,BACHILLERATO CONCLUIDO,473,98,0
16918,05-Oct-15,0,57,JUAREZ CHAMIZAL,1,20,7436.6654,32,19.457132,CON DEPENDIENTES ECONOMICOS,2 O MAS AÑOS EN VENTAS,LICENCIATURA CONCLUIDA,60,162,0
16919,05-Oct-15,1,36,ATLIXCO,2,16,5918.3254,10,2.4135468,CASADO/ UNION LIBRE CON HIJOS,2 O MAS AÑOS EN VENTAS,LICENCIATURA CONCLUIDA,51,326,1
16920,05-Oct-15,0,30,PACHUCA,2,26,9015.269,4,1.9271219,CASADO/ UNION LIBRE CON HIJOS,1 AÑO EN VENTAS,LICENCIATURA CONCLUIDA,195,409,1
16921,05-Oct-15,1,41,COSTA DEL SOL,2,1,62.514,25,3.268513,SOLTERO CON HIJOS,2 O MAS AÑOS EN VENTAS,BACHILLERATO CONCLUIDO,439,35,0
16922,05-Oct-15,1,26,CHAPALA,1,1,50.0112,8,1.8796299,CON DEPENDIENTES ECONOMICOS,2 O MAS AÑOS EN VENTAS,LICENCIATURA CONCLUIDA,96,60,0
16923,05-Oct-15,1,52,CD. JUAREZ BARRANCAS,1,17,9176.4301,32,7.0881874,CASADO/ UNION LIBRE CON HIJOS,2 O MAS AÑOS EN VENTAS,LICENCIATURA CONCLUIDA,10,261,1
16924,05-Oct-15,1,52,CD. JUAREZ BARRANCAS,1,17,9176.4301,32,12.378838,CASADO/ UNION LIBRE CON HIJOS,2 O MAS AÑOS EN VENTAS,LICENCIATURA CONCLUIDA,287,261,1
16925,05-Oct-15,0,26,JALISCO,1,3,481.67037,8,2.6674451,CON DEPENDIENTES ECONOMICOS,2 O MAS AÑOS EN VENTAS,LICENCIATURA CONCLUIDA,68,79,0
16926,05-Oct-15,1,52,VIVEROS,2,12,8472.5224,27,5.7116136,CASADO/ UNION LIBRE CON HIJOS,1 AÑO EN VENTAS,LICENCIATURA CONCLUIDA,132,144,0
16927,12-Oct-15,1,27,METRO CENTRO,2,17,9452.992,12,5.8456488,CASADO/ UNION LIBRE CON HIJOS,1 AÑO EN VENTAS,BACHILLERATO CONCLUIDO,131,147,0
16928,12-Oct-15,0,31,DURANGO,1,3,1578.7286,13,2.6307594,CON DEPENDIENTES ECONOMICOS,2 O MAS AÑOS EN VENTAS,BACHILLERATO CONCLUIDO,172,91,0
16929,12-Oct-15,1,41,DURANGO,1,7,1665.373,24,3.0519143,CON DEPENDIENTES ECONOMICOS,2 O MAS AÑOS EN VENTAS,LICENCIATURA CONCLUIDA,122,196,1
16930,12-Oct-15,0,38,EJERCITO,2,2,427.59576,2,0.96525296,CASADO/ UNION LIBRE CON HIJOS,1 AÑO EN VENTAS,BACHILLERATO CONCLUIDO,125,56,0
16931,12-Oct-15,0,36,SOTELO,2,13,4391.3584,20,6.9044365,SOLTERO SIN HIJOS,1 AÑO EN VENTAS,LICENCIATURA TRUNCA,363,105,0
16932,12-Oct-15,1,26,GUANAJUATO,1,1,93.771,5,1.3836822,CASADO/ UNION LIBRE CON HIJOS,2 O MAS AÑOS EN VENTAS,BACHILLERATO CONCLUIDO,210,51,0
16933,12-Oct-15,0,25,LEON,1,31,17746.724,7,1.4031589,CASADO/ UNION LIBRE CON HIJOS,2 O MAS AÑOS EN VENTAS,LICENCIATURA CONCLUIDA,90,219,1
16934,12-Oct-15,0,29,CD. JUAREZ BARRANCAS,1,3,847.9399,6,1.2450906,CON DEPENDIENTES ECONOMICOS,2 O MAS AÑOS EN VENTAS,LICENCIATURA CONCLUIDA,123,91,0
16935,12-Oct-15,1,31,GUADALAJARA CENTRO,1,1,75.0168,15,3.6043586,CASADO/ UNION LIBRE CON HIJOS,2 O MAS AÑOS EN VENTAS,LICENCIATURA TRUNCA - 70%,158,36,0
16936,12-Oct-15,1,33,NA,2,9,4262.8922,7,1.054602,CASADO/ UNION LIBRE CON HIJOS,SIN EXPERIENCIA,LICENCIATURA CONCLUIDA,186,86,0
16937,12-Oct-15,0,29,EJERCITO,2,4,1007.7257,12,2.0876848,SOLTERO SIN HIJOS,1 AÑO EN VENTAS,BACHILLERATO CONCLUIDO,455,86,0
16938,12-Oct-15,1,29,SOTELO,2,1,217.23615,15,5.3301856,SOLTERO SIN HIJOS,1 AÑO EN VENTAS,LICENCIATURA TRUNCA,108,56,0
16939,12-Oct-15,0,29,CHIHUAHUA PARRAL,1,18,5354.5742,9,2.6197572,SOLTERO CON HIJOS,2 O MAS AÑOS EN VENTAS,BACHILLERATO CONCLUIDO,130,210,1
16940,12-Oct-15,0,23,MARINA NACIONAL,2,5,1917.0543,5,0.73109361,SOLTERO SIN HIJOS,1 AÑO EN VENTAS,BACHILLERATO CONCLUIDO,27,72,0
16941,12-Oct-15,1,30,CHAPULTEPEC,2,1,38.13354,2,0.31597484,SOLTERO SIN HIJOS,SIN EXPERIENCIA,LICENCIATURA CONCLUIDA,615,32,0
16942,12-Oct-15,0,32,CUAUTITLAN,2,25,12527.931,15,2.7840693,CASADO/ UNION LIBRE SIN HIJOS,1 AÑO EN VENTAS,BACHILLERATO CONCLUIDO,70,270,1
16943,12-Oct-15,1,37,VIADUCTO,2,1,837.6876,21,6.2842861,CASADO/ UNION LIBRE CON HIJOS,1 AÑO EN VENTAS,BACHILLERATO CONCLUIDO,338,44,0
16944,12-Oct-15,0,29,MONTERREY LEONES,1,19,6645.3632,11,6.0309039,CON DEPENDIENTES ECONOMICOS,2 O MAS AÑOS EN VENTAS,BACHILLERATO CONCLUIDO,83,200,1
16945,12-Oct-15,0,27,QUERETARO ARCOS,1,8,2324.7706,2,0.246486,SOLTERO SIN HIJOS,2 O MAS AÑOS EN VENTAS,BACHILLERATO CONCLUIDO,139,137,0
16946,12-Oct-15,1,41,DURANGO,1,14,6951.3067,26,3.3264642,CON DEPENDIENTES ECONOMICOS,2 O MAS AÑOS EN VENTAS,LICENCIATURA CONCLUIDA,346,247,1
16947,12-Oct-15,0,28,GUADALAJARA PATRIA,1,16,7432.2895,10,1.7188132,CASADO/ UNION LIBRE CON HIJOS,2 O MAS AÑOS EN VENTAS,LICENCIATURA CONCLUIDA,69,556,1
16948,12-Oct-15,0,29,HAMBURGO,2,12,14413.79,11,4.3949957,SOLTERO SIN HIJOS,1 AÑO EN VENTAS,BACHILLERATO CONCLUIDO,329,189,1
16949,12-Oct-15,1,26,CHIHUAHUA,1,8,5586.8762,3,0.50954085,CASADO/ UNION LIBRE CON HIJOS,2 O MAS AÑOS EN VENTAS,BACHILLERATO CONCLUIDO,404,98,0
16950,12-Oct-15,1,24,JUAREZ PASO DEL NORTE,1,11,9266.8253,4,0.747509,CASADO/ UNION LIBRE CON HIJOS,2 O MAS AÑOS EN VENTAS,BACHILLERATO CONCLUIDO,89,135,0
16951,12-Oct-15,1,24,JUAREZ PASO DEL NORTE,1,2,2996.9212,1,0.16222946,CON DEPENDIENTES ECONOMICOS,2 O MAS AÑOS EN VENTAS,LICENCIATURA CONCLUIDA,291,66,0
16952,12-Oct-15,0,27,BAJIO,1,8,4822.5175,2,0.29734453,CASADO/ UNION LIBRE CON HIJOS,2 O MAS AÑOS EN VENTAS,BACHILLERATO CONCLUIDO,249,169,0
16953,12-Oct-15,0,25,QUERETARO ACUEDUCTO,1,3,615.7629,4,0.64972421,SOLTERO SIN HIJOS,1 AÑO EN VENTAS,LICENCIATURA CONCLUIDA,95,105,0
16954,12-Oct-15,1,27,NICOLAS BRAVO,2,4,2513.8442,,,SOLTERO SIN HIJOS,1 AÑO EN VENTAS,BACHILLERATO CONCLUIDO,,91,0
16955,12-Oct-15,0,44,CD. JUAREZ BARRANCAS,1,20,27740.087,25,5.1304131,CASADO/ UNION LIBRE SIN HIJOS,2 O MAS AÑOS EN VENTAS,LICENCIATURA CONCLUIDA,330,318,1
16956,12-Oct-15,0,25,HAMBURGO,2,11,5640.7424,6,0.91784179,SOLTERO SIN HIJOS,SIN EXPERIENCIA,LICENCIATURA CONCLUIDA,137,556,1
16957,12-Oct-15,0,25,BAJIO,1,4,2545.7576,4,0.85034082,CON DEPENDIENTES ECONOMICOS,2 O MAS AÑOS EN VENTAS,LICENCIATURA TRUNCA + 70%,151,49,0
16958,12-Oct-15,1,31,MONTERREY FUNDIDORA,1,19,13519.028,11,4.7869771,CON DEPENDIENTES ECONOMICOS,2 O MAS AÑOS EN VENTAS,BACHILLERATO CONCLUIDO,171,358,1
16959,12-Oct-15,1,32,GUADALAJARA CENTRO,1,2,1265.2834,13,2.6231931,SOLTERO SIN HIJOS,2 O MAS AÑOS EN VENTAS,LICENCIATURA TRUNCA - 70%,295,57,0
16960,12-Oct-15,1,29,SAN JERONIMO,2,17,3633.6888,8,1.6085779,SOLTERO SIN HIJOS,1 AÑO EN VENTAS,LICENCIATURA CONCLUIDA,172,212,1
16961,12-Oct-15,1,27,JUAREZ PASO DEL NORTE,1,11,8172.2052,12,2.945379,CON DEPENDIENTES ECONOMICOS,2 O MAS AÑOS EN VENTAS,BACHILLERATO CONCLUIDO,298,175,0
16962,19-Oct-15,0,24,CULIACAN,1,2,486.10886,7,1.8729691,CON DEPENDIENTES ECONOMICOS,2 O MAS AÑOS EN VENTAS,LICENCIATURA CONCLUIDA,298,65,0
16963,19-Oct-15,0,27,SALTILLO,1,1,50.0112,10,1.8413485,CON DEPENDIENTES ECONOMICOS,2 O MAS AÑOS EN VENTAS,LICENCIATURA CONCLUIDA,181,150,0
16964,19-Oct-15,1,24,CHIHUAHUA VILLA,1,3,1239.5276,7,1.3836467,CON DEPENDIENTES ECONOMICOS,2 O MAS AÑOS EN VENTAS,BACHILLERATO CONCLUIDO,321,84,0
16965,19-Oct-15,0,32,CULIACAN,1,10,3801.9765,14,2.559574,CASADO/ UNION LIBRE SIN HIJOS,2 O MAS AÑOS EN VENTAS,LICENCIATURA CONCLUIDA,254,164,0
16966,19-Oct-15,0,32,CULIACAN,1,10,3801.9765,14,5.0113954,CASADO/ UNION LIBRE SIN HIJOS,2 O MAS AÑOS EN VENTAS,LICENCIATURA CONCLUIDA,91,164,0
16967,19-Oct-15,1,26,CONDESA,2,8,5687.5237,9,1.7676405,CASADO/ UNION LIBRE CON HIJOS,1 AÑO EN VENTAS,BACHILLERATO CONCLUIDO,488,140,0
16968,19-Oct-15,0,27,CUERNAVACA MORELOS,2,1,162.5364,1,0.42802491,SOLTERO CON HIJOS,1 AÑO EN VENTAS,BACHILLERATO CONCLUIDO,355,38,0
16969,19-Oct-15,1,29,MONTERREY CHIPINQUE,1,15,3819.6054,12,3.0398061,SOLTERO SIN HIJOS,2 O MAS AÑOS EN VENTAS,BACHILLERATO CONCLUIDO,900,172,0
16970,19-Oct-15,1,31,NA,2,4,1057.7369,13,3.956194,CASADO/ UNION LIBRE SIN HIJOS,1 AÑO EN VENTAS,LICENCIATURA CONCLUIDA,148,80,0
16971,19-Oct-15,1,27,SALTILLO,1,5,1189.3289,10,1.6004461,CON DEPENDIENTES ECONOMICOS,2 O MAS AÑOS EN VENTAS,BACHILLERATO CONCLUIDO,327,86,0
16972,19-Oct-15,1,26,SALTILLO,1,20,8374.8756,4,1.7370862,CON DEPENDIENTES ECONOMICOS,2 O MAS AÑOS EN VENTAS,LICENCIATURA CONCLUIDA,298,549,1
16973,19-Oct-15,0,37,NA,2,18,7303.3856,17,3.7208971,SOLTERO CON HIJOS,1 AÑO EN VENTAS,BACHILLERATO CONCLUIDO,59,186,1
16974,19-Oct-15,1,34,MARINA NACIONAL,2,4,1840.6622,18,2.5009128,CASADO/ UNION LIBRE CON HIJOS,1 AÑO EN VENTAS,LICENCIATURA CONCLUIDA,11,49,0
16975,19-Oct-15,1,35,CANCUN,2,4,1026.6674,11,2.2257264,CASADO/ UNION LIBRE CON HIJOS,2 O MAS AÑOS EN VENTAS,LICENCIATURA TRUNCA + 70%,335,87,0
16976,19-Oct-15,0,24,CULIACAN HUMAYA,1,1,30.506832,7,1.0767375,CON DEPENDIENTES ECONOMICOS,2 O MAS AÑOS EN VENTAS,LICENCIATURA CONCLUIDA,224,112,0
16977,19-Oct-15,1,29,MARINA NACIONAL,2,15,14510.75,9,3.7351347,SOLTERO CON HIJOS,1 AÑO EN VENTAS,BACHILLERATO CONCLUIDO,1,500,1
16978,19-Oct-15,1,29,FRAY SERVANDO,2,19,16056.471,8,1.340423,SOLTERO SIN HIJOS,1 AÑO EN VENTAS,BACHILLERATO CONCLUIDO,33,151,0
16979,19-Oct-15,0,24,ARANDAS,1,8,3484.0094,5,0.87815454,SOLTERO SIN HIJOS,2 O MAS AÑOS EN VENTAS,LICENCIATURA CONCLUIDA,125,478,1
16980,19-Oct-15,1,39,MEXICALI IMPERIAL,1,20,10081.258,24,6.2692299,CASADO/ UNION LIBRE CON HIJOS,2 O MAS AÑOS EN VENTAS,LICENCIATURA TRUNCA + 70%,129,312,1
16981,19-Oct-15,0,44,MONTERREY SAN PEDRO,1,3,2053.7099,25,9.9266259,CASADO/ UNION LIBRE CON HIJOS,2 O MAS AÑOS EN VENTAS,BACHILLERATO CONCLUIDO,64,100,0
16982,19-Oct-15,0,24,GUADALAJARA PATRIA,1,7,4220.0701,5,0.98503501,CASADO/ UNION LIBRE CON HIJOS,2 O MAS AÑOS EN VENTAS,LICENCIATURA CONCLUIDA,221,85,0
16983,19-Oct-15,0,22,VERACRUZ,2,14,9553.0144,3,0.60763091,CON DEPENDIENTES ECONOMICOS,2 O MAS AÑOS EN VENTAS,BACHILLERATO CONCLUIDO,726,549,1
16984,19-Oct-15,1,28,CULIACAN HUMAYA,1,7,1295.6652,8,1.231102,CON DEPENDIENTES ECONOMICOS,2 O MAS AÑOS EN VENTAS,LICENCIATURA CONCLUIDA,28,106,0
16985,19-Oct-15,1,29,MEXICALI,1,20,11432.31,10,4.2426989,CON DEPENDIENTES ECONOMICOS,1 AÑO EN VENTAS,LICENCIATURA CONCLUIDA,147,323,1
16986,19-Oct-15,1,34,COSTA DEL SOL,2,10,1251.5303,7,3.4072754,CON DEPENDIENTES ECONOMICOS,2 O MAS AÑOS EN VENTAS,LICENCIATURA CONCLUIDA,79,65,0
16987,19-Oct-15,0,28,CRACOVIA,2,3,2493.6835,6,2.30833,SOLTERO SIN HIJOS,1 AÑO EN VENTAS,BACHILLERATO CONCLUIDO,468,70,0
16988,19-Oct-15,0,27,NA,2,3,470.10528,9,2.6454827,SOLTERO SIN HIJOS,1 AÑO EN VENTAS,LICENCIATURA TRUNCA,190,80,0
16989,19-Oct-15,1,37,COLIMA,1,2,384.33607,16,5.0920092,CASADO/ UNION LIBRE SIN HIJOS,2 O MAS AÑOS EN VENTAS,BACHILLERATO CONCLUIDO,119,30,0
16990,19-Oct-15,1,32,TIJUANA PLAYAS,1,16,6826.6538,12,3.4219505,CON DEPENDIENTES ECONOMICOS,2 O MAS AÑOS EN VENTAS,BACHILLERATO CONCLUIDO,328,162,0
16991,19-Oct-15,1,28,MARINA NACIONAL,2,1,312.57,1,0.32639225,CASADO/ UNION LIBRE CON HIJOS,SIN EXPERIENCIA,BACHILLERATO CONCLUIDO,245,49,0
16992,19-Oct-15,1,34,SOTELO,2,1,437.598,17,3.3128909,SOLTERO SIN HIJOS,1 AÑO EN VENTAS,LICENCIATURA CONCLUIDA,188,81,0
16993,19-Oct-15,1,43,JUAREZ CHAMIZAL,1,1,390.7125,23,4.7678436,CASADO/ UNION LIBRE SIN HIJOS,2 O MAS AÑOS EN VENTAS,LICENCIATURA CONCLUIDA,88,24,0
16994,19-Oct-15,1,33,NA,2,18,9480.4982,14,2.5550828,CASADO/ UNION LIBRE CON HIJOS,1 AÑO EN VENTAS,BACHILLERATO CONCLUIDO,71,178,0
16995,19-Oct-15,1,34,EL SALTO,1,4,1963.8148,18,3.4770579,CASADO/ UNION LIBRE CON HIJOS,2 O MAS AÑOS EN VENTAS,LICENCIATURA TRUNCA + 70%,108,101,0
16996,19-Oct-15,0,29,PRAGA,2,1,1654.1204,12,2.3036096,CASADO/ UNION LIBRE CON HIJOS,SIN EXPERIENCIA,BACHILLERATO CONCLUIDO,5,52,0
16997,19-Oct-15,0,27,CRACOVIA,2,1,143.03203,1,0.18013426,SOLTERO SIN HIJOS,SIN EXPERIENCIA,LICENCIATURA CONCLUIDA,38,21,0
16998,19-Oct-15,0,37,VALLE DORADO,2,22,18655.553,22,6.2034225,CASADO/ UNION LIBRE CON HIJOS,1 AÑO EN VENTAS,BACHILLERATO CONCLUIDO,288,392,1
16999,19-Oct-15,1,25,NA,2,17,9188.5578,4,0.63383813,SOLTERO SIN HIJOS,1 AÑO EN VENTAS,BACHILLERATO CONCLUIDO,390,549,1
17000,19-Oct-15,0,37,COLIMA,1,3,646.39476,23,3.6682957,SOLTERO CON HIJOS,2 O MAS AÑOS EN VENTAS,LICENCIATURA CONCLUIDA,114,121,0
17001,19-Oct-15,1,25,MERIDA,2,2,887.6988,6,1.3696694,CON DEPENDIENTES ECONOMICOS,2 O MAS AÑOS EN VENTAS,LICENCIATURA CONCLUIDA,88,59,0
17002,19-Oct-15,0,29,CUERNAVACA,2,5,3456.3991,8,1.0954299,SOLTERO SIN HIJOS,1 AÑO EN VENTAS,BACHILLERATO CONCLUIDO,268,95,0
17003,19-Oct-15,0,37,SAN ANGEL,2,22,7696.7237,18,7.6089139,CASADO/ UNION LIBRE SIN HIJOS,1 AÑO EN VENTAS,LICENCIATURA CONCLUIDA,60,238,1
17004,19-Oct-15,1,35,EL SALTO,1,9,6518.7099,18,4.9904366,CASADO/ UNION LIBRE CON HIJOS,2 O MAS AÑOS EN VENTAS,LICENCIATURA CONCLUIDA,40,108,0
17005,19-Oct-15,1,29,COLIMA,1,2,175.0392,12,2.944958,SOLTERO SIN HIJOS,2 O MAS AÑOS EN VENTAS,LICENCIATURA TRUNCA - 70%,80,37,0
17006,19-Oct-15,1,54,MONTERREY VALLE ALTO,1,1,304.0681,37,9.1835994,CASADO/ UNION LIBRE CON HIJOS,2 O MAS AÑOS EN VENTAS,LICENCIATURA CONCLUIDA,1173,86,0
17007,19-Oct-15,1,32,MERIDA,2,17,4028.5272,10,3.6281985,CASADO/ UNION LIBRE CON HIJOS,2 O MAS AÑOS EN VENTAS,LICENCIATURA CONCLUIDA,316,284,1
17008,19-Oct-15,0,28,CUAUTITLAN,2,7,4363.1021,7,2.9400819,SOLTERO SIN HIJOS,1 AÑO EN VENTAS,LICENCIATURA CONCLUIDA,158,98,0
17009,19-Oct-15,1,35,SAN ANGEL,2,12,5993.6965,14,2.9968596,CASADO/ UNION LIBRE CON HIJOS,SIN EXPERIENCIA,LICENCIATURA CONCLUIDA,312,163,0
17010,19-Oct-15,0,31,AGUASCALIENTES,1,4,890.94953,7,1.5272679,CASADO/ UNION LIBRE CON HIJOS,2 O MAS AÑOS EN VENTAS,LICENCIATURA CONCLUIDA,119,56,0
17011,19-Oct-15,1,30,PERINORTE,2,1,921.45636,12,2.0868783,CASADO/ UNION LIBRE SIN HIJOS,1 AÑO EN VENTAS,BACHILLERATO CONCLUIDO,14,50,0
17012,19-Oct-15,1,30,PERINORTE,2,1,921.45636,12,2.066953,CASADO/ UNION LIBRE SIN HIJOS,1 AÑO EN VENTAS,BACHILLERATO CONCLUIDO,93,50,0
17013,19-Oct-15,1,31,PERINORTE,2,2,1489.0835,6,1.3008066,CASADO/ UNION LIBRE CON HIJOS,1 AÑO EN VENTAS,LICENCIATURA CONCLUIDA,295,53,0
17014,19-Oct-15,0,23,METRO CENTRO,2,2,1251.5303,6,1.1026877,SOLTERO SIN HIJOS,1 AÑO EN VENTAS,BACHILLERATO CONCLUIDO,214,84,0
17015,19-Oct-15,0,28,MONTERREY MITRAS,1,1,228.80124,2,0.81040201,CON DEPENDIENTES ECONOMICOS,2 O MAS AÑOS EN VENTAS,BACHILLERATO CONCLUIDO,174,127,0
17016,19-Oct-15,0,40,CUAUTITLAN,2,8,2807.8788,19,6.5742282,CASADO/ UNION LIBRE CON HIJOS,1 AÑO EN VENTAS,CARRERA TECNICA ADMVA,241,106,0
17017,19-Oct-15,1,38,PRADO CHURUBUSCO,2,4,1058.9872,18,3.6143916,CASADO/ UNION LIBRE CON HIJOS,1 AÑO EN VENTAS,BACHILLERATO CONCLUIDO,35,81,0
17018,19-Oct-15,1,35,PRAGA,2,4,1182.0147,17,3.5591745,CASADO/ UNION LIBRE CON HIJOS,1 AÑO EN VENTAS,LICENCIATURA TRUNCA,258,122,0
